,Unnamed: 0.1,Unnamed: 0,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,Label
4995,4995,4995,-295.7112,122.46005,-32.300766,49.699097,-21.250372,26.286047,-20.385622,16.952818,4.5731883,-6.8938518,3.4207726,-7.594567,6.3544717,Dysarthric
4996,4996,4996,-387.41788,118.10005,-12.623355,29.43402,-7.7471824,23.47947,-0.9999531,11.248306,8.769758,6.057504,4.0689435,-5.4610047,10.638031,Dysarthric
4997,4997,4997,-381.01486,105.45177,-3.7541008,21.506184,-2.6317847,11.281915,1.433215,15.92528,8.433872,5.455753,8.328275,-1.6650114,12.386614,Dysarthric
4998,4998,4998,-360.23688,115.32548,-21.286633,35.500324,-23.874868,26.622253,-3.3625033,20.237656,3.341938,2.9763412,13.18577,-4.236212,11.526394,Dysarthric
4999,4999,4999,-429.77188,135.4161,-12.372026,41.053497,-20.18372,32.818066,2.7640767,22.236137,4.0363603,7.5026217,8.221916,-3.2027178,14.358706,Dysarthric
5000,5000,5000,-386.78253,117.07508,-19.94857,41.534966,-13.374937,18.800592,-3.1794832,19.441439,7.084836,5.4735885,7.8925176,-3.10763,11.477134,Dysarthric
5001,5001,5001,-403.60013,114.99317,-0.74456155,35.28645,-6.8553376,21.759892,4.782043,15.980165,8.169894,2.7870352,5.7607203,-3.8997104,8.742534,Dysarthric
5002,5002,5002,-368.19025,127.55789,-29.436941,43.103485,-13.958126,20.539072,-4.205983,14.005718,6.8307905,4.99203,5.247242,-3.0858395,9.859328,Dysarthric
5003,5003,5003,-339.49002,126.18073,-18.210009,35.02596,-8.172413,15.925554,-7.1992455,8.579163,9.031974,-0.79889756,2.663009,-5.9264503,4.794699,Dysarthric
5004,5004,5004,-392.77924,121.48077,-7.997805,39.424274,-12.185926,20.743132,0.93036425,16.08683,10.138138,1.0800121,5.132831,-3.6850092,6.737969,Dysarthric
5005,5005,5005,-298.42368,135.2744,-39.571415,41.973446,-17.022192,28.349709,-19.548489,9.664932,11.696423,-4.0494256,1.4891349,-10.591098,5.1226645,Dysarthric
5006,5006,5006,-387.91495,105.118195,-12.263136,33.594734,-18.150167,22.905058,10.698108,16.279852,2.0363913,7.907647,12.104834,-4.179291,12.166801,Dysarthric
5007,5007,5007,-373.75507,112.73927,-24.661814,41.3273,-16.837202,23.047869,-4.3538103,24.103659,3.7607853,7.118389,6.8553033,-2.9601924,13.391188,Dysarthric
5008,5008,5008,-403.3861,105.29107,-1.5631423,27.828093,-5.367637,23.414312,9.180394,12.442743,3.6106462,4.5550566,5.380247,-1.582267,10.32106,Dysarthric
5009,5009,5009,-301.00854,119.70453,-29.385048,45.915604,-19.988028,28.127357,-16.740547,13.996735,5.082477,1.6155428,1.4377198,-9.453518,11.210077,Dysarthric
5010,5010,5010,-365.18085,100.183846,-16.974318,28.813704,-7.585602,14.730133,6.7086987,17.248104,5.926332,5.8369017,6.10596,-3.6089444,10.226512,Dysarthric
5011,5011,5011,-419.02838,129.93713,-2.7725768,44.46917,-8.451009,22.637413,0.036046658,19.801819,2.2883954,3.391693,10.963719,-3.54562,8.933929,Dysarthric
5012,5012,5012,-370.70587,124.61881,-22.21937,33.71344,-24.76979,30.432655,-8.104413,23.011988,6.7215896,3.41076,9.389739,-6.157097,12.539211,Dysarthric
5013,5013,5013,-408.31873,111.80504,-12.118813,48.567345,-17.096128,26.09734,1.1343952,19.44088,1.5547405,3.9345157,7.044505,-6.1782236,13.555754,Dysarthric
5014,5014,5014,-402.90738,123.8994,-14.524442,35.05448,-5.8214974,22.661055,-1.335126,19.223373,6.292924,5.208516,6.6688776,-7.282862,10.98706,Dysarthric
5015,5015,5015,-422.6608,123.37506,-11.780481,38.61796,-16.688519,26.59912,5.324947,20.05947,5.692092,5.7512465,9.229097,-2.7600973,11.349807,Dysarthric
5016,5016,5016,-311.67914,122.09402,-12.531061,31.14527,-15.067366,17.124485,-5.823374,7.481814,7.265426,-2.7975202,2.5306594,-4.2855277,9.090512,Dysarthric
5017,5017,5017,-399.47794,115.133484,-14.872517,39.61473,-17.649265,25.14327,-1.8003465,20.337399,6.4432945,5.7916217,9.6850605,-3.8045406,13.3418255,Dysarthric
5018,5018,5018,-417.05783,113.939705,-10.054603,50.27899,-13.59614,27.888626,4.8250737,26.591558,3.3549042,4.5528936,9.652479,-1.0766662,12.6321535,Dysarthric
5019,5019,5019,-369.9978,121.23278,-20.225595,47.05333,-21.385536,31.397915,-8.551208,12.68137,9.886134,-0.5795481,6.8924546,-3.668769,7.674091,Dysarthric
5020,5020,5020,-328.30573,127.812,-25.244398,36.354866,-24.898106,22.1921,-10.665155,13.762376,5.091773,1.7944859,7.743404,-7.630641,11.896528,Dysarthric
5021,5021,5021,-339.08792,114.880356,-13.448709,25.47599,-13.723435,14.294329,0.41108492,13.152526,4.907264,5.2534704,5.145396,-2.695717,14.349465,Dysarthric
5022,5022,5022,-371.36453,121.60108,-5.7277937,27.99462,-9.477115,14.684057,6.0785503,13.400021,3.2085757,1.125242,8.186858,-2.5411918,9.337053,Dysarthric
5023,5023,5023,-377.76022,136.57442,-12.272541,30.666948,-21.552294,21.212587,2.261425,19.129515,2.3333526,-0.35117453,7.1814213,-4.784998,9.82674,Dysarthric
5024,5024,5024,-313.70724,109.52074,-3.236816,15.963188,-0.23768666,12.437923,2.9515321,9.234386,8.717449,4.68452,4.598734,-2.663378,6.435282,Dysarthric
5025,5025,5025,-353.0408,114.72966,-16.446938,38.923656,-16.250093,14.902237,1.4247117,11.880707,4.531705,3.7985663,4.597597,-0.85292983,9.972819,Dysarthric
5026,5026,5026,-302.06635,132.34007,-15.559143,40.45171,-12.392026,20.016878,-18.996826,14.981092,3.4364855,-12.301514,1.5204186,-9.199284,9.712295,Dysarthric
5027,5027,5027,-394.14194,117.48146,-9.512628,25.417751,-9.200142,21.915392,6.348639,12.223027,7.9342813,5.3330684,7.5051937,-1.8252708,9.769933,Dysarthric
5028,5028,5028,-404.50226,121.00467,-13.221085,33.136387,-18.43699,27.377111,-2.2139816,16.327217,4.7132654,4.7085266,11.336066,-2.2380345,12.913007,Dysarthric
5029,5029,5029,-400.3557,121.35836,-8.976085,36.602142,-14.02617,24.346899,2.9893112,17.191698,5.776646,4.028999,6.9003024,-3.8031888,13.392549,Dysarthric
5030,5030,5030,-468.35165,148.78693,-39.885532,68.08577,-39.51233,47.668488,-7.7873855,34.677788,-2.6847854,9.255309,11.370867,-5.4445076,18.431206,Dysarthric
5031,5031,5031,-327.9201,126.51408,-21.989428,31.83734,-18.408186,15.456549,-2.0110028,10.550451,-3.3033228,1.7227763,6.699507,-4.552474,10.33847,Dysarthric
5032,5032,5032,-394.09116,122.983,-6.5346985,24.631218,-11.08599,15.297777,10.383331,10.630175,1.2865835,7.33227,9.46189,-5.5783243,11.857546,Dysarthric
5033,5033,5033,-257.635,125.82512,-8.954838,20.388258,-13.865897,32.792675,-16.02053,-0.89574975,2.5215993,-0.33132952,4.645442,-9.243735,7.482153,Dysarthric
5034,5034,5034,-413.3567,126.60117,-16.372572,35.398342,-18.531834,27.491728,4.660355,17.729446,4.5501385,5.8903227,9.579835,-2.9785903,13.234769,Dysarthric
5035,5035,5035,-388.01694,91.346,9.140733,27.421259,1.5699531,14.309308,11.777008,13.352436,2.6449459,1.3114234,5.236143,-1.6485379,7.579227,Dysarthric
5036,5036,5036,-413.45303,115.34434,-11.703712,39.457302,-15.576219,26.658564,1.428047,18.55946,6.357138,6.597111,7.2131195,-6.3698487,13.534931,Dysarthric
5037,5037,5037,-380.32913,125.002174,5.43481,29.291574,-5.3930087,18.15263,7.1816897,18.308033,8.502851,4.327214,7.006094,0.24040838,12.410875,Dysarthric
5038,5038,5038,-449.39154,131.52608,-19.699474,52.486744,-28.396069,37.763577,-0.7794927,26.071062,-0.07477833,7.904678,10.992492,-4.6655226,13.336399,Dysarthric
5039,5039,5039,-289.51227,118.59456,-22.008501,31.886452,-20.061485,17.189861,-11.040403,14.359467,-1.8566917,-2.4764607,3.576387,-6.85048,9.327837,Dysarthric
5040,5040,5040,-402.91147,101.815056,10.642304,18.226835,3.4516568,12.105271,12.297859,14.018674,8.273297,4.4058285,7.7610097,-0.14436579,7.8150334,Dysarthric
5041,5041,5041,-398.05072,128.9151,-7.9315643,22.494879,-12.7916355,19.622393,3.5995398,13.792513,5.2134895,6.754891,6.0709076,-2.9635074,11.678133,Dysarthric
5042,5042,5042,-395.38666,109.60099,-5.1144705,37.850647,-10.543579,23.615692,0.62893426,17.868687,6.7532344,2.787092,8.304354,-1.7623832,10.392054,Dysarthric
5043,5043,5043,-386.67493,111.27417,-18.611256,35.433613,-10.44424,24.777351,-2.6738026,21.198261,9.487668,5.9287953,7.2284594,-6.969593,12.80168,Dysarthric
5044,5044,5044,-271.1293,151.49352,-33.72755,34.335743,-34.016335,20.697031,-11.431639,9.8692255,-19.422064,-4.8139453,7.632158,-10.66607,10.983263,Dysarthric
5045,5045,5045,-365.14142,113.6003,-1.2389221,28.21479,-3.8665884,14.555525,2.6362534,14.377272,2.1129098,5.1041584,4.528172,-1.1367254,12.87656,Dysarthric
5046,5046,5046,-420.15808,113.21294,0.55892426,38.16533,-9.030556,21.798504,8.049181,17.65696,2.3062065,3.2959838,7.638239,-3.9997895,11.690464,Dysarthric
5047,5047,5047,-406.9071,121.00554,-25.970512,49.224632,-25.865124,35.99269,-7.5688252,22.768261,2.605013,7.817901,10.525074,-4.6429634,15.989626,Dysarthric
5048,5048,5048,-417.3428,120.36285,-8.759606,36.79544,-12.78482,27.871708,6.288381,16.83556,1.3412807,5.7383275,9.686139,-3.782498,12.0682745,Dysarthric
5049,5049,5049,-381.38428,109.46098,3.354278,29.16191,-9.04071,15.387809,7.666112,14.4811125,2.7532983,-0.048647396,8.578684,-5.985059,3.2246838,Dysarthric
5050,5050,5050,-402.18985,134.14058,-11.011435,38.63158,-15.35026,30.363401,5.1056347,23.843573,9.227346,4.426938,13.470697,-1.3266495,10.956001,Dysarthric
5051,5051,5051,-390.5394,29.333366,-11.871779,24.47405,-22.599628,23.094042,-23.640434,9.007124,-10.873939,4.005307,-0.23858118,-4.9259176,6.2686806,Dysarthric
5052,5052,5052,-329.84943,60.745358,-36.563694,27.684319,-23.8376,23.210705,-29.342304,7.003993,-13.039364,2.8420243,-4.2381997,-6.2234554,5.4522047,Dysarthric
5053,5053,5053,-389.33884,35.240547,-10.87654,27.16345,-25.0403,23.842157,-24.273987,16.476606,-10.142646,0.91194147,0.06865644,-3.9067435,3.944608,Dysarthric
5054,5054,5054,-410.5756,45.02529,-21.97656,36.87605,-34.954647,34.68143,-31.818129,22.56455,-11.54139,7.2694583,-0.2131275,-5.6131687,5.8165145,Dysarthric
5055,5055,5055,-404.00974,47.89916,-17.360008,33.213474,-30.308634,34.5775,-30.445162,18.026634,-12.365524,5.4190087,-3.8441262,-6.4117966,8.484364,Dysarthric
5056,5056,5056,-401.39963,34.984978,-10.203706,26.735277,-27.363432,29.947975,-26.61478,14.02919,-8.026204,6.5562444,-0.7026266,-4.8732347,7.803984,Dysarthric
5057,5057,5057,-401.5804,39.8726,-16.006561,31.76402,-26.331064,27.27287,-32.87641,18.02049,-7.5629406,5.066511,-2.1584282,-3.9741795,8.600804,Dysarthric
5058,5058,5058,-482.13367,87.53717,-59.20737,85.74013,-83.63396,76.16904,-58.577568,48.1975,-27.449223,16.53608,-4.193671,-5.637431,14.033031,Dysarthric
5059,5059,5059,-392.95648,41.651493,-13.2913265,41.10046,-29.088942,27.67857,-24.741352,21.73639,-10.708492,0.44790378,-3.5546834,-3.4142818,5.435335,Dysarthric
5060,5060,5060,-380.04025,39.412434,-10.56635,31.638365,-28.244078,23.520447,-24.367197,14.207339,-11.915192,-0.13461727,-1.2645856,-3.8211625,4.218157,Dysarthric
5061,5061,5061,-404.3268,32.68319,-6.872282,32.055603,-24.380957,28.692722,-26.872936,13.996311,-8.692893,2.8717525,-2.663677,-5.3752728,4.4655113,Dysarthric
5062,5062,5062,-395.93973,22.756264,0.071246475,22.24734,-19.410019,20.641756,-21.175573,12.474176,-7.1290317,1.9447886,0.7653042,-2.837105,5.8198028,Dysarthric
5063,5063,5063,-412.31314,38.03149,-8.25276,22.618002,-31.914186,33.57294,-26.162977,16.016933,-9.660414,5.757893,-1.1468445,-4.777771,8.41171,Dysarthric
5064,5064,5064,-301.34833,80.577614,-21.16163,16.75093,-27.025652,13.656156,-27.95551,4.130519,-12.322344,-0.840808,-2.7633274,-4.0857105,2.676642,Dysarthric
5065,5065,5065,-383.90988,36.793137,-10.532995,23.662935,-19.879326,29.700043,-27.116348,8.422784,-7.8448772,5.620033,-1.1283226,-6.3286357,4.246608,Dysarthric
5066,5066,5066,-402.892,33.972843,-7.492522,22.22585,-27.921104,27.242188,-23.473719,17.714447,-8.55889,1.9075981,1.1693687,-1.5295445,4.556831,Dysarthric
5067,5067,5067,-482.81003,87.48564,-57.81001,87.49787,-81.03806,75.35173,-60.222775,48.835163,-25.59523,17.337711,-6.529941,-7.3529334,13.179947,Dysarthric
5068,5068,5068,-416.63348,42.22118,-20.28621,40.59895,-40.217922,37.52605,-29.234398,21.29307,-12.35817,7.4863434,-2.2690358,-6.6195917,7.5992036,Dysarthric
5069,5069,5069,-407.2724,36.893867,-7.352433,30.150549,-32.542492,28.58865,-24.862516,17.485807,-10.102002,4.855166,-0.50899816,-3.844617,6.101119,Dysarthric
5070,5070,5070,-404.3065,43.588654,-9.570567,32.588154,-30.495848,31.787071,-25.91587,18.694801,-10.902778,4.1460056,-2.7897441,-6.0375667,6.2732368,Dysarthric
5071,5071,5071,-389.5943,31.907463,-12.084896,26.343067,-25.105757,23.69256,-21.336617,16.62842,-9.093639,1.0303961,-0.28327543,-3.2816627,5.2721176,Dysarthric
5072,5072,5072,-402.4372,35.160854,-12.861229,29.233204,-30.220541,28.143156,-25.060673,19.47056,-8.523828,4.392113,-1.4870002,-5.7381415,7.050975,Dysarthric
5073,5073,5073,-400.38684,38.485855,-17.785421,30.77897,-29.28034,29.28021,-27.008406,17.358713,-10.612946,5.655125,0.026317025,-4.5873313,8.176296,Dysarthric
5074,5074,5074,-400.996,36.974022,-7.39222,28.36748,-24.161264,30.650015,-23.153107,16.396376,-9.108263,4.239357,-1.062538,-5.346337,6.642501,Dysarthric
5075,5075,5075,-419.7066,30.00798,-2.8015203,30.849735,-29.084839,28.005322,-26.10995,19.163412,-7.3046255,4.5282,-0.9125555,-3.3085597,8.016025,Dysarthric
5076,5076,5076,-409.6911,35.092094,-2.1234262,27.292492,-28.782877,28.992786,-22.503271,17.512774,-10.029205,1.0199658,-1.6554399,-3.54388,5.159692,Dysarthric
5077,5077,5077,-419.04385,31.165281,0.16634217,32.17467,-29.179533,30.6597,-22.96025,17.646898,-9.363488,1.8437328,-3.5014405,-4.707273,5.7666416,Dysarthric
5078,5078,5078,-416.9433,33.409206,-6.151805,31.701967,-32.169167,32.108883,-24.04119,20.46201,-8.480972,4.5542426,-2.7067137,-5.589517,7.6210837,Dysarthric
5079,5079,5079,-425.90048,32.893894,-5.2647104,31.762632,-33.236248,33.85425,-24.749973,21.04641,-9.516524,4.9874525,-2.3750963,-4.69763,8.157564,Dysarthric
5080,5080,5080,-408.76923,35.917362,-12.720567,40.298035,-32.549534,29.378527,-26.623474,20.968111,-9.171833,6.309702,-0.8051372,-2.934883,8.189989,Dysarthric
5081,5081,5081,-409.62473,34.611626,-10.033895,30.883434,-25.393114,30.650562,-28.7038,14.893696,-8.930978,3.8084528,-4.807317,-5.565099,9.446899,Dysarthric
5082,5082,5082,-385.67267,43.26779,-18.795511,20.275166,-28.210659,27.062717,-24.012253,16.24182,-10.639075,3.001554,0.28007117,-2.7482476,6.964878,Dysarthric
5083,5083,5083,-330.71155,51.643143,-21.657845,18.900871,-24.361359,21.127716,-19.48831,4.7498584,-14.381113,-0.20616291,-1.0517247,-4.2569327,4.331941,Dysarthric
5084,5084,5084,-410.20685,35.50312,-7.6266775,32.79134,-26.170378,28.869467,-28.025246,18.073483,-9.634132,4.324364,0.6200185,-2.064823,8.107682,Dysarthric
5085,5085,5085,-400.55185,33.008877,-13.495715,25.8898,-26.441824,31.8314,-26.014997,12.017227,-9.114535,6.506065,0.16171698,-4.9989934,7.737835,Dysarthric
5086,5086,5086,-367.6583,65.178696,-31.650162,28.795753,-31.65441,31.776918,-32.802208,14.128169,-16.980131,3.5801425,0.5665159,-5.82222,3.317377,Dysarthric
5087,5087,5087,-378.86148,48.90891,-15.925994,36.951633,-27.101261,26.99754,-28.651941,13.792279,-15.131109,0.07877444,-4.1052623,-7.4396315,4.9907713,Dysarthric
5088,5088,5088,-419.31113,41.61993,-4.5548115,41.95645,-31.339094,35.876,-25.108473,24.831913,-8.288738,4.8826876,-2.5700107,-4.237985,7.3127847,Dysarthric
5089,5089,5089,-412.06607,43.0016,-14.129577,30.292131,-36.861263,35.097336,-28.661285,20.22079,-11.6621,7.0141435,0.2704288,-4.8526154,6.43285,Dysarthric
5090,5090,5090,-483.39145,88.444885,-57.92203,88.327286,-83.06074,76.36108,-60.382645,48.624416,-26.528694,17.156143,-5.1083894,-5.280298,14.757403,Dysarthric
5091,5091,5091,-381.25055,44.588333,2.6344125,31.78075,-11.35922,36.33554,-16.764902,17.440058,-3.0055978,9.4840975,6.6519465,1.1012987,6.7079926,Dysarthric
5092,5092,5092,-334.20786,66.29822,-25.24328,23.062614,-23.35812,23.063818,-26.754204,5.8454585,-15.215696,2.9221022,-1.4125204,-5.973631,2.777935,Dysarthric
5093,5093,5093,-413.9341,42.42174,-13.796975,30.46836,-39.48348,34.136063,-25.18432,21.3922,-12.909035,3.6829395,-1.2808607,-4.0620403,7.2457633,Dysarthric
5094,5094,5094,-420.42752,41.33483,-10.578665,42.202908,-31.82627,33.626896,-30.806587,22.866493,-12.819762,3.2648911,-2.0072262,-5.249027,5.9918756,Dysarthric
5095,5095,5095,-408.7614,40.680843,-12.976387,32.525692,-32.16859,31.99073,-26.520155,21.666098,-9.357855,2.9611804,-3.20016,-5.064857,4.7245617,Dysarthric
5096,5096,5096,-319.0527,63.74991,-24.947058,30.505917,-15.317019,11.838113,-31.217323,1.7590677,-16.74032,-2.574289,-3.5609305,-7.972759,-0.6499461,Dysarthric
5097,5097,5097,-452.02368,66.065346,-21.605453,66.9616,-52.229794,59.319157,-37.84054,40.4041,-13.834362,12.867405,-1.4249008,-3.3928602,12.219434,Dysarthric
5098,5098,5098,-453.09256,74.22681,-35.634464,68.93055,-57.605015,66.490295,-44.60977,35.90516,-25.38012,7.6961308,-4.136147,-4.0417047,13.528474,Dysarthric
5099,5099,5099,-411.42447,38.294907,-10.455811,27.161898,-31.37573,33.19269,-26.633537,15.976303,-11.799392,5.1116548,-1.0988333,-6.278349,5.729122,Dysarthric
5100,5100,5100,-422.25626,35.730717,-8.392274,38.78341,-29.946636,31.417025,-29.359318,22.32275,-9.861367,4.0652146,-1.1051191,-4.1184072,5.26525,Dysarthric
5101,5101,5101,-399.872,38.34711,-5.2758627,27.37755,-27.631542,26.47253,-23.000357,14.073467,-11.481924,3.2932587,-2.4139006,-6.0537696,5.3374453,Dysarthric
5102,5102,5102,-414.4317,38.033405,-9.248032,33.513203,-29.610394,31.595066,-29.577415,17.87673,-11.754003,3.2118437,-1.4042672,-3.3931706,8.064269,Dysarthric
5103,5103,5103,-400.46518,49.627895,-12.118474,30.322762,-36.013943,31.382046,-27.691494,17.219688,-12.951695,4.4637127,-1.9841639,-4.049075,7.2861843,Dysarthric
5104,5104,5104,-409.497,42.887093,-11.261144,30.069683,-32.40924,35.40272,-29.34556,16.586004,-11.095328,4.9935393,-1.3799969,-4.9707813,6.4925213,Dysarthric
5105,5105,5105,-396.1725,46.13175,-26.60691,34.095467,-28.701954,31.703915,-34.68618,16.702702,-8.427329,7.7324405,-4.6293836,-6.5734816,8.937754,Dysarthric
5106,5106,5106,-395.8166,28.063463,-12.749619,31.436098,-27.75795,27.893944,-20.89499,14.201333,-9.092032,5.774744,-1.3507882,-7.1248055,5.6692514,Dysarthric
5107,5107,5107,-415.74203,46.157333,-14.874531,32.570786,-36.145508,36.15659,-30.339533,20.823772,-12.812609,4.1372757,-1.923941,-3.9335725,7.911441,Dysarthric
5108,5108,5108,-370.92685,54.99521,-14.070829,22.437462,-33.541714,26.359724,-22.90072,14.97888,-13.0773735,1.7991482,0.025253221,-2.3409681,5.9531493,Dysarthric
5109,5109,5109,-325.42212,76.10517,-34.08612,24.426966,-24.782835,25.581806,-29.50608,8.248749,-18.286144,-1.7959393,-4.9944153,-6.9216824,2.306496,Dysarthric
5110,5110,5110,-401.615,48.269905,-8.431126,30.912907,-28.557327,34.11597,-25.929169,20.278536,-9.397383,4.270954,-0.53780836,-2.180913,6.802752,Dysarthric
5111,5111,5111,-399.41293,27.567514,-7.1221313,38.104073,-29.803951,24.683533,-23.05587,13.109059,-9.001466,2.9111311,-3.419335,-3.6564586,6.767178,Dysarthric
5112,5112,5112,-400.20465,40.323647,-17.637848,35.8196,-32.215645,29.15832,-27.990635,20.393044,-12.667586,2.4035428,-0.87801415,-2.9172385,6.2852526,Dysarthric
5113,5113,5113,-354.3479,50.731518,-12.875461,21.19644,-20.71953,21.107061,-23.705872,6.2859178,-14.7258,-3.188453,-2.271512,-2.9303317,4.123265,Dysarthric
5114,5114,5114,-387.4383,31.144531,-7.948401,17.507647,-22.78172,28.03075,-20.308626,11.976895,-7.7763457,4.410348,1.4823307,-3.5828462,6.088227,Dysarthric
5115,5115,5115,-407.92685,33.797935,-13.297989,34.78025,-27.469475,30.78776,-28.62431,16.677902,-10.684645,4.1521683,-1.8632987,-6.3176084,5.2038527,Dysarthric
5116,5116,5116,-388.14545,47.817463,-18.629366,23.30841,-34.434452,30.891556,-25.2506,15.397883,-14.211373,2.235762,0.96464545,-1.7386346,6.7228975,Dysarthric
5117,5117,5117,-399.28006,53.56856,1.3924912,43.637154,-18.556051,43.155785,-18.240173,24.58641,-4.877579,10.089656,1.6777935,-3.551562,7.2464805,Dysarthric
5118,5118,5118,-329.11432,71.34775,-25.30273,24.413315,-23.41555,14.438193,-29.59252,8.857627,-17.772444,-6.3545785,-2.613664,-3.254303,1.6789635,Dysarthric
5119,5119,5119,-396.0144,31.260735,-2.1719,23.75841,-24.31745,25.745937,-23.874805,12.6652355,-7.8046556,3.6381395,0.96825016,-4.20929,6.2164097,Dysarthric
5120,5120,5120,-395.58923,37.812218,-15.177512,29.24413,-29.253197,30.961246,-22.295902,14.770729,-10.004763,7.456079,-2.648379,-6.3144126,7.756443,Dysarthric
5121,5121,5121,-399.92065,24.249222,-8.609818,21.921068,-18.332573,25.07897,-26.130579,12.068692,-4.201522,3.4162261,-1.3935808,-4.4313903,5.503934,Dysarthric
5122,5122,5122,-398.65448,35.956364,-14.983021,27.026524,-23.542744,33.060246,-26.967117,12.915347,-9.346639,6.218318,-1.1273782,-5.1816444,6.297803,Dysarthric
5123,5123,5123,-394.11246,31.78571,-7.740021,20.084078,-27.629807,24.927156,-19.713491,14.878686,-8.088018,3.1154225,0.9074836,-2.1004443,6.111743,Dysarthric
5124,5124,5124,-332.9703,61.425884,-36.55296,34.133076,-22.931572,20.545244,-27.631285,10.02405,-16.877077,-3.8191469,-5.818471,-3.8538184,3.8214068,Dysarthric
5125,5125,5125,-397.66452,50.22351,-14.869878,30.848923,-32.73873,32.847855,-28.636362,17.325094,-11.537681,4.866445,-4.1576633,-7.2057953,6.3771477,Dysarthric
5126,5126,5126,-356.31912,52.870697,-22.74994,23.11809,-31.593119,22.819212,-23.272675,14.701198,-13.574988,-2.938267,-2.8136258,-1.601386,6.3007,Dysarthric
5127,5127,5127,-332.79132,59.451885,-23.568804,18.45575,-31.853943,22.90321,-17.807297,10.297507,-14.062836,3.7668822,-0.33108532,-4.7291083,3.4023557,Dysarthric
5128,5128,5128,-398.12006,32.53849,-9.667718,22.201822,-28.64423,28.629396,-21.757448,14.419493,-6.967328,6.756332,1.1521174,-4.480079,4.5472674,Dysarthric
5129,5129,5129,-412.48785,33.40148,-6.916929,26.17056,-29.421675,31.407917,-23.040016,18.250614,-9.683483,4.9049983,0.30720204,-4.553941,7.0711575,Dysarthric
5130,5130,5130,-378.6888,68.70734,5.197853,44.119072,-11.934854,44.618256,-13.905593,29.21854,-1.1679862,12.269592,4.9208937,-2.524025,5.6014915,Dysarthric
5131,5131,5131,-402.05988,36.860542,0.060547344,26.363348,-23.907953,29.85214,-22.273457,16.537218,-8.010076,1.3673387,-2.0041528,-3.5396721,8.217944,Dysarthric
5132,5132,5132,-404.11185,32.80643,0.08664034,19.724543,-27.958635,27.447498,-20.170732,13.668363,-9.539766,3.035907,1.5098358,-1.9274368,6.3141923,Dysarthric
5133,5133,5133,-351.61575,69.03081,-28.670088,40.066353,-31.30784,22.372692,-32.01791,16.590647,-17.80605,-4.747532,-6.4732404,-4.361661,2.7482595,Dysarthric
5134,5134,5134,-410.1498,42.67235,-12.376216,27.715899,-35.34169,33.95522,-25.687891,18.282873,-12.563129,5.1891603,-0.691417,-4.619593,7.63169,Dysarthric
5135,5135,5135,-404.4124,39.092697,-12.95655,35.024967,-28.860569,28.955074,-27.981728,19.510536,-8.687632,2.931003,-4.9424663,-3.942232,8.882299,Dysarthric
5136,5136,5136,-370.0283,66.8994,-8.419165,27.531427,-27.313593,36.394478,-21.659433,17.29247,-13.16172,3.6747556,1.0765078,-1.5387973,7.2744226,Dysarthric
5137,5137,5137,-404.52734,35.92692,-17.184996,37.23453,-32.662502,28.324427,-27.858065,18.821222,-9.026683,3.8128579,-3.613971,-4.2655525,9.7016735,Dysarthric
5138,5138,5138,-411.14505,42.219162,-12.243724,29.34652,-35.628674,31.85691,-29.053658,19.136114,-8.801658,6.715439,-2.135829,-4.5734525,8.6542,Dysarthric
5139,5139,5139,-408.31833,42.06781,-6.055349,40.015846,-32.84829,28.354279,-28.205145,19.132841,-12.690458,0.88064396,-4.581984,-4.5229983,6.387118,Dysarthric
5140,5140,5140,-483.34592,88.60266,-59.086246,87.568954,-84.323044,76.35864,-59.64166,49.356354,-27.23622,16.426819,-5.1035933,-5.2009516,15.017722,Dysarthric
5141,5141,5141,-414.49713,36.264587,-12.077597,40.668476,-33.462948,30.054256,-26.210943,21.69941,-12.183069,2.0078351,-1.5561883,-1.9108986,5.936824,Dysarthric
5142,5142,5142,-353.49542,54.48316,-28.352438,30.345837,-21.960094,21.882378,-27.03213,14.208799,-14.37457,0.33375877,-2.2834718,-5.2982354,4.2599797,Dysarthric
5143,5143,5143,-405.1899,41.02838,-10.776398,30.561333,-32.18116,29.17603,-23.344328,22.87452,-9.668496,3.5442548,0.5737948,-1.9906127,8.202829,Dysarthric
5144,5144,5144,-315.41724,67.94125,-28.099403,19.338902,-23.155964,21.883196,-23.418785,3.6724107,-13.83974,1.0384,-0.70989037,-5.617108,-0.27121073,Dysarthric
5145,5145,5145,-362.22452,60.421173,-34.62271,41.016342,-30.506937,25.416298,-31.80759,14.96691,-15.793246,4.5294576,-4.6242695,-7.42704,5.763671,Dysarthric
5146,5146,5146,-381.0084,58.561604,-16.452175,26.118351,-33.863674,30.354605,-28.213846,13.553798,-12.157006,7.9620056,0.26245317,-5.9267187,4.5157824,Dysarthric
5147,5147,5147,-407.135,31.479925,-7.488363,32.66646,-27.429583,25.045513,-26.999098,17.31177,-7.6772842,4.785619,-0.96636,-3.5493038,5.686749,Dysarthric
5148,5148,5148,-412.8903,44.7249,-17.479805,35.408684,-35.88093,34.82743,-29.344088,21.265043,-11.239117,7.489525,-0.82602084,-5.909811,5.9164863,Dysarthric
